main_genre,sub_genre,artist_name,track_name,album_name,spotify_track_id,popularity
Black Metal,Viking Metal,Enslaved,Loke,Frost,27vcwfCcgCaso2A0hifBT9,32
Black Metal,Viking Metal,Enslaved,Distant Seasons,Utgard,6FCveBKULCeSD6igPeU3za,31
Black Metal,Viking Metal,Enslaved,Fenris,Frost,3iemr099QDqgbojSSzCkGo,29
Black Metal,Viking Metal,Enslaved,Building with Fire,In Times,0kBynUIsggHq2fwfs9ILz3,27
Black Metal,Viking Metal,Enslaved,Homebound,Utgard,5lv3nYamEQyEq9VDJ9MOvt,27
Black Metal,Viking Metal,Enslaved,Frost,Frost,6sKBcinDWuHA05KZ5K3SP1,26
Black Metal,Viking Metal,Enslaved,As Fire Swept Clean The Earth,Below The Lights,2Dc8EnIAU9n3o5hOahnwRK,25
Black Metal,Viking Metal,Burzum,Dunkelheit,Filosofem,5v3TSHYm8BzbON2u6QBEG7,54
Black Metal,Viking Metal,Burzum,Jesus' Tod,Filosofem,2XHG1C3ksw9EAclBFDYZ2M,48
Black Metal,Viking Metal,Burzum,Erblicket Die Tochter Des Firmaments,Filosofem,2IPXLiYZh7UjY0R3JWRwM6,46
Black Metal,Viking Metal,Burzum,War,Burzum/Aske,5fwkL23a23iIMUsOOABVc3,45
Black Metal,Viking Metal,Burzum,Lost Wisdom,Det Som Engang Var,5IZHpZCVn1GnoPlODpsfmx,44
Black Metal,Viking Metal,Burzum,"Ea, Lord of the Depths",Burzum/Aske,1BwRPnTsftLcRhvavIlfqX,43
Black Metal,Viking Metal,Burzum,Spell of Destruction,Burzum/Aske,50G2YeZFVgA7WzkdIQXNm8,42
Black Metal,Viking Metal,Burzum,Rundgang Um Die Transzendentale Saule Der Singularitat,Filosofem,3rUuPn7iygVvDFNRqGIaX4,41
Black Metal,Viking Metal,Burzum,Det Som En Gang Var,Hvis Lyset Tar Oss,4qseS4YsYTLnSUjnjTtfyl,38
Black Metal,Viking Metal,Burzum,Gebrechlichkeit I,Filosofem,52Lme0Q55mdbf4hD68W9p5,38
Black Metal,Viking Metal,Emperor,I Am The Black Wizards,In The Nightside Eclipse,4jjlYfhduOrGY4mySof5C3,44
Black Metal,Viking Metal,Emperor,Inno A Satana,In The Nightside Eclipse,4Q3fgTWAZjCM3qQrPhE2qT,39
Black Metal,Viking Metal,Emperor,Ye Entrancemperium,Anthems To The Welkin At Dusk,5LtWEwhRSj1RSfMNC3Y2iw,37
Black Metal,Viking Metal,Emperor,Into The Infinity Of Thoughts,In The Nightside Eclipse,3ahDVapPPxzrD7KOlR6XzH,37
Black Metal,Viking Metal,Emperor,Cosmic Keys To My Creations And Times,In The Nightside Eclipse,3NCD67eC4NNxamKMKejzhJ,35
Black Metal,Viking Metal,Emperor,A Fine Day To Die,In The Nightside Eclipse,43zq8Cz9qD1i5iuRrDAlX6,34
Black Metal,Viking Metal,Emperor,Towards The Pantheon,In The Nightside Eclipse,5pidlztjQPSQWRON1BPr7u,34
Black Metal,Viking Metal,Emperor,The Burning Shadows Of Silence,In The Nightside Eclipse,4djxiWZpOSMwVlIggTUUuw,33
Black Metal,Viking Metal,Emperor,The Wanderer,Anthems To The Welkin At Dusk,0GkMvnua2Tn8B2td4JMv1o,32
Black Metal,Viking Metal,Emperor,Thus Spake The Nightspirit,Anthems To The Welkin At Dusk,2rAjkRnI6qujnMVXmjD9PD,32
Black Metal,Viking Metal,Storm,BACKBONE,BACKBONE,3HrHhTWonBqF4mDasi8xvC,73
Black Metal,Viking Metal,Storm,PAY ME (feat. Stormzy and Zlatan),INDUSTRY MACHINE,48olFFX6QTTXB47q4qfPFU,60
Black Metal,Viking Metal,Storm,Clash (feat. Stormzy),We're All Alone In This Together,2zxEc1GCSCxbHIXTfhraRC,66
Black Metal,Viking Metal,Storm,Own It (feat. Ed Sheeran & Burna Boy),Heavy Is The Head,4QPEwDdOMhY7rNS05mTyMR,67
Black Metal,Viking Metal,Storm,Vossi Bop,Heavy Is The Head,5DXKtoZLm31msT7tNGNHLG,64
Black Metal,Viking Metal,Storm,Hide & Seek,This Is What I Mean,06UUKFWdB0NJIY0RfVfCYQ,62
Black Metal,Viking Metal,Storm,The Weekend,The Weekend,1r16zpUZ2nH44uOXlBGrbm,63
Black Metal,Viking Metal,Storm,Shut Up,Gang Signs & Prayer,4P8dRfSz0LBgyWfjod6v3J,61
Black Metal,Viking Metal,Storm,Wiley Flow,Heavy Is The Head,5Rbj8akony3l0NNM5TjH1F,59
Black Metal,Viking Metal,Storm,Ain't It Different (feat. AJ Tracey & Stormzy),Ain't It Different (feat. AJ Tracey & Stormzy),6NJfIydBMYrXvlaXsFxmc8,55
Black Metal,Viking Metal,Falkenbach,Eweroun,Asa,2CdoEZhVgOa0JVkJYJ3bMF,33
Black Metal,Viking Metal,Falkenbach,Bluot Fuër Bluot,Asa,1Gb2d44DlK666SIyPzE4lt,30
Black Metal,Viking Metal,Falkenbach,... Where His Ravens Fly..,Tiurida,7LelhqeC976sfTzjAcusCA,28
Black Metal,Viking Metal,Falkenbach,Vaer Stjernar Vaerdan,Asa,27qZeWHoSZjvftpewLtQLq,28
Black Metal,Viking Metal,Falkenbach,When Gjallarhorn Will Sound,...magni blandinn ok megintíri...,4tjPxSPfenwg3Tpc2SSEgL,27
Black Metal,Viking Metal,Falkenbach,...The Ardent Awaited Land,OK Nefna Tysvar Ty,5HALpQE9oOnQixFhdalnIf,23
Black Metal,Viking Metal,Falkenbach,Donar's Oak,OK Nefna Tysvar Ty,3qgNezYGUHtH4r2L1FdQhx,23
Black Metal,Viking Metal,Falkenbach,Havamal,Heralding - The Fireblade,44d4GrRBAu9eri3znpvAzh,23
Black Metal,Viking Metal,Falkenbach,Wulfarweijd,Asa,3ktq2oeRuqiD3GgbwTTWmA,23
Black Metal,Viking Metal,Falkenbach,Mijn Laezt Wourd,Asa,6cwz8nquGVTVvwRSlvkB8H,21
Black Metal,Viking Metal,Thyrfing,Mjölner,Urkraft (Extended),7mDMMw3CU4XyZGjfwRizVu,28
Black Metal,Viking Metal,Thyrfing,Digerdöden,Vansinnesvisor,2IoHxdv4B6Fg26ekE3b73F,23
Black Metal,Viking Metal,Thyrfing,The Voyager,Vansinnesvisor,3jWuSKbKgkuKPRf8v3Gwkt,22
Black Metal,Viking Metal,Thyrfing,Döp dem i eld,Vanagandr,54CUNyDQBBM4Tc05d98KsO,21
Black Metal,Viking Metal,Thyrfing,Draugs Harg,Vansinnesvisor,1K2Q3AhVz1uJ2MY2soB7BC,19
Black Metal,Viking Metal,Thyrfing,Världsspegeln,Vansinnesvisor,2lD65eYNU8lqUxUIxQFvFg,19
Black Metal,Viking Metal,Thyrfing,Eldfärd,Urkraft (Extended),0cdraSZvSH7F9oU3lfmBet,16
Black Metal,Viking Metal,Thyrfing,Fredlös,Vanagandr,2vTNysK9KOkVpXwAy3aJw0,15
Black Metal,Viking Metal,Thyrfing,Järnhand,Vanagandr,0qNSH75uLEoQB4QPlz2m4M,14
Black Metal,Viking Metal,Thyrfing,Mot Helgrind,De Ödeslösa,1H3GbIJATVhyqj6j5ItLnF,14
Black Metal,War Metal,Blasphemy,Fallen Angel of Doom,Fallen Angel of Doom,0TV1ZJIKvBnZnnaWWTcxrt,34
Black Metal,War Metal,Blasphemy,Ritual,Fallen Angel of Doom,6UUrrkycr2oTGnUqslMjkh,32
Black Metal,War Metal,Blasphemy,Hording of Evil Vengeance,Fallen Angel of Doom,5ZE4QGYuhvZDxhfPjeLedt,29
Black Metal,War Metal,Blasphemy,Emperor of the Black Abyss,Gods of War,4bPolj089MW2nB9hssULzw,28
Black Metal,War Metal,Blasphemy,Desecration,Fallen Angel of Doom,5DCL4dLXaedgYL51SfKVNz,28
Black Metal,War Metal,Blasphemy,Darkness Prevails,Fallen Angel of Doom,6Thu2pBiHE0pjS7XV5cE1W,27
Black Metal,War Metal,Blasphemy,Winds of the Black Godz,Fallen Angel of Doom,6ykKScZrNu8DyglHH55KWd,26
Black Metal,War Metal,Blasphemy,Weltering in Blood,Fallen Angel of Doom,4kTpy2gjN2v8XrnESg9EtQ,25
Black Metal,War Metal,Blasphemy,Demoniac,Fallen Angel of Doom,1Skh9vWo6A9shJvEo0Qwo8,25
Black Metal,War Metal,Blasphemy,Goddess of Perversity,Fallen Angel of Doom,6zU2hWgHS3ERDxK2hCxziK,24
Black Metal,War Metal,Archgoat,Jesus Christ Father of Lies,The Luciferian Crown,4UB3o1CWjzR1PMqJiIBRtZ,35
Black Metal,War Metal,Archgoat,"Nuns, Cunts & Darkness",The Apocalyptic Triumphator,5vEcd0jbAAnUhuMzxokesp,33
Black Metal,War Metal,Archgoat,Messiah of Pigs,The Luciferian Crown,64XEIdewMRjJgWiGxfqe8v,30
Black Metal,War Metal,Archgoat,Rise of the Black Moon,Angelcunt (Tales Of Desecration),5jkeSdNuz7hVTPddPV9prS,28
Black Metal,War Metal,Archgoat,Darkness Has Returned,The Luciferian Crown,1seMEn1Eh0TiuxXJxbJy2R,27
Black Metal,War Metal,Archgoat,Grand Luciferian Theophany,The Apocalyptic Triumphator,78HAYXRqJLjJYbXQu7qLA5,27
Black Metal,War Metal,Archgoat,Heavens Ablaze,Worship the Eternal Darkness,6nz6aYHSoQOAlLAFPCgtps,24
Black Metal,War Metal,Archgoat,All Christianity Ends,Worship the Eternal Darkness,0kss0oDL0tLUi5eqLz676a,23
Black Metal,War Metal,Archgoat,Soulflay,Angelcunt (Tales Of Desecration),4AcJKeEElPisBVy3x9pVG7,23
Black Metal,War Metal,Archgoat,Black Womb Gnosis,Worship the Eternal Darkness,7p60Q8mUDXejEruc0BVmRo,23
Black Metal,Blackgaze,Deafheaven,Heathen,Lonely People With Power,6KuH3nAvDE4UuIz5geUQkA,49
Black Metal,Blackgaze,Deafheaven,Magnolia,Lonely People With Power,5zITiikxJP51591PPTd0pU,47
Black Metal,Blackgaze,Deafheaven,Doberman,Lonely People With Power,5vWfIEWXevuwFSVqgrItHC,47
Black Metal,Blackgaze,Deafheaven,Dream House,Sunbather,6l3A2EWZSOA8LTMmzRCyD3,46
Black Metal,Blackgaze,Deafheaven,The Garden Route,Lonely People With Power,53mtfZSPLLfvIkwYa0fXHr,44
Black Metal,Blackgaze,Deafheaven,Amethyst,Lonely People With Power,3zdMs3UPyhMUCmXOsbFzQ7,44
Black Metal,Blackgaze,Deafheaven,Incidental I,Lonely People With Power,2Oktts2mbvnRHBLei8VDle,42
Black Metal,Blackgaze,Deafheaven,Winona,Lonely People With Power,24RP8LdRXT4Om2NxZ0R7OS,42
Black Metal,Blackgaze,Deafheaven,Revelator,Lonely People With Power,3ijp971W1lJOXFjpVDk2zB,42
Black Metal,Blackgaze,Deafheaven,Great Mass of Color,Infinite Granite,7qlNaXjqDPJY8VuiY2Q6Gw,41
Black Metal,Blackgaze,Alcest,Sapphire,Spiritual Instinct,5DFnmcshyxsonqTvanqZPY,49
Black Metal,Blackgaze,Alcest,Protection,Spiritual Instinct,4bHFJc0ZIgz2lhdy9hFQA7,46
Black Metal,Blackgaze,Alcest,Le miroir,Spiritual Instinct,1L6yEgyroIBQ5dpJRyDs13,44
Black Metal,Blackgaze,Alcest,Autre temps,Les voyages de l'âme,50dpeks48j0zMECIKVAGUG,43
Black Metal,Blackgaze,Alcest,Souvenirs d'un autre monde,Souvenirs d'un autre monde,1eD8fNbyfyXWrTLokilmEM,42
Black Metal,Blackgaze,Alcest,Spiritual Instinct,Spiritual Instinct,3m7KZMF8qofzaegE5g6eGc,41
Black Metal,Blackgaze,Alcest,Flamme Jumelle,Les Chants de l'Aurore,6qWYIFxZV0ZkmTynlhR1qk,41
Black Metal,Blackgaze,Alcest,Les jardins de minuit,Spiritual Instinct,4BCbJuo6vNR6zsgaf7hath,40
Black Metal,Blackgaze,Alcest,Kodama,Kodama,300bSfVhnNrXHZEHKxQjPU,39
Black Metal,Blackgaze,Alcest,L'Envol,Les Chants de l'Aurore,49y4jrXiUxJ1XqzUmtcQje,38
Christian Metal,Christian Metal,Resurrection Band,Where Roses Grow,Innocent Blood,07QqMtFWwa8rYIEF1ueZ1k,23
Christian Metal,Christian Metal,Resurrection Band,Military Man,D.M.Z.,6kKUUcqhhlua3ynoyWpo3L,20
Christian Metal,Christian Metal,Resurrection Band,Colours,The Light Years,36UZU3kK8LYLV5SsGfmc5T,17
Christian Metal,Christian Metal,Resurrection Band,Lovespeak,Ampendectomy,5yIBlwkGBxySQjpBsgKh0X,17
Christian Metal,Christian Metal,Resurrection Band,City Streets,The Light Years,0ZiJJozW80NGam4HAcFOQ4,17
Christian Metal,Christian Metal,Resurrection Band,Silence Screams,Silence Screams,1uOma1dzbOCYAPbyUx9k71,17
Christian Metal,Christian Metal,Resurrection Band,Waves – Resurrection Band,"THE ROCK REVIVAL, VOL. 1 ""Feeling The Spirit""",6purcEGt2qtpLkc3p0qQDl,7
Christian Metal,Christian Metal,Resurrection Band,Autograph,The Light Years,695sJFgqJPHsJpfNRJbo7n,14
Christian Metal,Christian Metal,Resurrection Band,Someone Sleeps,Silence Screams,4CnB5a4BsashZq4V73bQQq,15
Christian Metal,Christian Metal,Resurrection Band,American Dream,The Light Years,6fZ8WubcUAGd5iNF6xCI4W,14
Christian Metal,Christian Metal,Petra,Unholy (feat. Kim Petras),Gloria,0NZPBYD5qbEWRs3PrGiRkT,73
Christian Metal,Christian Metal,Petra,When We Were Young (The Logical Song),When We Were Young (The Logical Song),1CcLA0eaauck34YEIrvAAq,73
Christian Metal,Christian Metal,Petra,Drums (Feat. Kim Petras),Drums (Feat. Kim Petras),4AFlChQQJbB1MOCgOiiyYc,64
Christian Metal,Christian Metal,Petra,Unlock it (Lock It) - feat. Kim Petras and Jay Park,Pop 2,3qGHAKgjQruzj6doKkyEb5,64
Christian Metal,Christian Metal,Petra,XXX,Slut Pop,3QcWzAQvI41KYheHtvsNoT,64
Christian Metal,Christian Metal,Petra,I Like Ur Look,I Like Ur Look,4FNFhDMEj39Tf6is8RvZ4A,62
Christian Metal,Christian Metal,Petra,RADIO (feat. Kim Petras),SISTER,06kFuqzhMk4E6IYeO0sTfx,56
Christian Metal,Christian Metal,Petra,Treat Me Like A Slut,Slut Pop,0dlP9SnqQa5k1A9mReybFb,61
Christian Metal,Christian Metal,Petra,Can't Do Better,Can't Do Better,7t9gDWqX10tbhtriPR1Cnd,60
Christian Metal,Christian Metal,Petra,Freak It,Freak It,1e8DRAVSxGDPd9hgxcppP2,57
Christian Metal,Christian Metal,Jerusalem,מעל הים,הבית כה רחוק,2koR2gt9dEg9yb5VgjRBmA,23
Christian Metal,Christian Metal,Jerusalem,Lost Horse - Live,Live at The Sultan's Pool 28.8.2023 (Jerusalem Festival East West),4C65TJ3CgNoRTTXVjPXNAr,20
Christian Metal,Christian Metal,Jerusalem,Love It or Leave It - Live,Live at The Sultan's Pool 28.8.2023 (Jerusalem Festival East West),0peEU90zzdEeeHF2u0SreL,19
Christian Metal,Christian Metal,Jerusalem,האהבה שלי,הבית כה רחוק,498uFZxDSyiH5sCmtUOu7b,17
Christian Metal,Christian Metal,Jerusalem,End of the Road - Live,Live at The Sultan's Pool 28.8.2023 (Jerusalem Festival East West),3RV8Hq8fW0IMJvHg28q8GS,16
Christian Metal,Christian Metal,Jerusalem,בואי הביתה,בסוף הגשם יבוא אביב,49C2FlIKL3Kx1pLHaZ6pyH,16
Christian Metal,Christian Metal,Jerusalem,A Man Without a Name - Live,Live at The Sultan's Pool 28.8.2023 (Jerusalem Festival East West),7ufreQAMcEKSFJU7MYMEbi,13
Christian Metal,Christian Metal,Jerusalem,בואי מהפכה,הבית כה רחוק,04L1I5l7UsyHDtTDohINd2,13
Christian Metal,Christian Metal,Jerusalem,שיר אהבה בדואי,שיר אהבה אנדלוסי,1xsBu4bzxxiYZq723RvmJt,12
Christian Metal,Christian Metal,Jerusalem,Isyan - Live,המלכה מאיסטנבול / İstanbul'un Kraliçesi (Live),75KYEOv0L32Cc2555EfJWr,12
Christian Metal,Christian Metal,Stryper,To Hell with the Devil,To Hell With The Devil,4t8OmZERfkdkRr4aoYa2h1,45
Christian Metal,Christian Metal,Stryper,To Hell With The Devil (RISE),Unsung Hero (The Inspired By Soundtrack),0CgsoQUV7jnP6gcQxqbptj,43
Christian Metal,Christian Metal,Stryper,Honestly,To Hell With The Devil,66POKxMki5FryEYtHBZ5GZ,42
Christian Metal,Christian Metal,Stryper,Calling On You,To Hell With The Devil,2qw9qgcPNCnq18WJLAm83x,41
Christian Metal,Christian Metal,Stryper,Free,To Hell With The Devil,39H85mM3qbjTw3ZMxeJIgJ,38
Christian Metal,Christian Metal,Stryper,Always There For You,In God We Trust,59hnyuDKrI9e1F4GimuDQ9,38
Christian Metal,Christian Metal,Stryper,Yahweh,Fallen,1EKRBDsAsPIGRw4E7g1hTQ,38
Christian Metal,Christian Metal,Stryper,I Believe In You,In God We Trust,6GjZx56DlDIX75KoM4hRf9,38
Christian Metal,Christian Metal,Stryper,Soldiers Under Command,Soldiers Under Command,07Rzb7ehY4pyOXIu5L7Rgs,37
Christian Metal,Christian Metal,Stryper,In God We Trust,In God We Trust,7h4OKa30DDjVI3bPfPYrxP,37
Christian Metal,Christian Metal,Tourniquet,Hi High - Sewerslvt Remix,Hi High (Sewerslvt Remix),4K75EOSeu8ueTaIu9Ry8bF,38
Christian Metal,Christian Metal,Tourniquet,Nesting,Nesting,31dwRP2I5p0g25ahr1z0oN,37
Christian Metal,Christian Metal,Tourniquet,Pretty Cvnt,Pretty Cvnt,7aLUqsiEbZesEhxZ4jySWs,34
Christian Metal,Christian Metal,Tourniquet,the pull off,the pull off,1eiCAteEA4VjlK4VE4TH9e,31
Christian Metal,Christian Metal,Tourniquet,I Love It When You Suffer,I Love It When You Suffer,40UApObVFMvFhL96B1rgC8,21
Christian Metal,Christian Metal,Tourniquet,Sewer,Sewer,3NViSZXj4ajDX988W6L7xM,20
Christian Metal,Christian Metal,Tourniquet,Drown,Drown,7dxrC4we3vaekHnRrQmjA1,20
Christian Metal,Christian Metal,Tourniquet,Sanae,Sanae,0Skzbjj7VIn6Fl9agofAdi,18
Christian Metal,Christian Metal,Tourniquet,intheend,intheend,35Pab1CQem2GL2fezlUjnz,10
Christian Metal,Christian Metal,Tourniquet,Eternal Love,Eternal Love,4enjp2771ilLjcCjdRFX2x,2
Christian Metal,Christian Metal,Mortification,Scrolls Of The Megilloth,Scrolls Of The Megilloth,4raKUmMLjCqCzUb5eFEWZm,25
Christian Metal,Christian Metal,Mortification,Terminate Damnation,Scrolls Of The Megilloth,3mEgPeJIA1Ui3KIynRp3rG,22
Christian Metal,Christian Metal,Mortification,Brutal Warfare,Mortification,6Ly8YRAmHhn94hjtCPX9XX,20
Christian Metal,Christian Metal,Mortification,Until The End,Mortification,1bFrCpBJ5JOWXmIQYRaOZ9,19
Christian Metal,Christian Metal,Mortification,Nocturnal,Scrolls Of The Megilloth,6TyGmWZ6IRZMWW0yvbxq1c,19
Christian Metal,Christian Metal,Mortification,From The Valley of Shadows,Post Momentary Affliction,64OiuKFjUz4mZeo0kNwzoA,18
Christian Metal,Christian Metal,Mortification,Satan's Doom,Mortification,0OXBDJjXsaKiG6z2yGRJU7,15
Christian Metal,Christian Metal,Mortification,Eternal Lamentation,Scrolls Of The Megilloth,3A67QU3rT9CDlwX2o2Xjtl,15
Christian Metal,Christian Metal,Mortification,4031,Primitive Rhythm Machine,3baZL1N2nV9ci1kvLgO30f,16
Christian Metal,Christian Metal,Mortification,Primitive Rhythm Machine,Primitive Rhythm Machine,13LZ80AQ7OZ8zpxasXBeNF,15
Death Metal,Death Metal,Possessed,The Exorcist,Seven Churches,5XnyWvKPVgJsVKmUjFbMv3,40
Death Metal,Death Metal,Possessed,Pentagram,Seven Churches,5swTG5VU41Q7Bh4uriGjaM,36
Death Metal,Death Metal,Possessed,Death Metal,Seven Churches,4BIxY4hmAvaJJBqGGxfHdJ,35
Death Metal,Death Metal,Possessed,Burning in Hell,Seven Churches,12mDLzCRYJWt2BoCDfN6qA,32
Death Metal,Death Metal,Possessed,No More Room in Hell,Revelations of Oblivion,7xVje8Pw9S1jGtUSwR5BZS,31
Death Metal,Death Metal,Possessed,Seven Churches,Seven Churches,5s2xShr1pfTlXtPRsEdETb,31
Death Metal,Death Metal,Possessed,Evil Warriors,Seven Churches,0E979WK7WpOPdb1AvFDYpd,30
Death Metal,Death Metal,Possessed,Holy Hell,Seven Churches,5DmEs2m4V1xOJEzPSTs1sq,29
Death Metal,Death Metal,Possessed,Satan's Curse,Seven Churches,6ImTcwsyK9M7NNrifZoIJY,28
Death Metal,Death Metal,Possessed,Fallen Angel,Seven Churches,6h33TMN60d7s8pvrR59SoI,28
Death Metal,Death Metal,Death,Wrong Side of Heaven,"The Wrong Side Of Heaven And The Righteous Side Of Hell, Volume 1",11Ojp7JniVvwd0gmgvyKkd,66
Death Metal,Death Metal,Death,Bad Company,War is the Answer,1UWGkn34CD31VQfdi4D8Zp,63
Death Metal,Death Metal,Death,Jekyll and Hyde,Got Your Six,6efSwlK3LOlWOeKK9xlUKF,64
Death Metal,Death Metal,Death,Wash It All Away,Got Your Six,5nRBTzF9dLIlNqnl0xWo9g,64
Death Metal,Death Metal,Death,A Little Bit Off,F8,6GqqGv8frU7kqzXkm2rewI,67
Death Metal,Death Metal,Death,The End (feat. BABYMETAL) - 2025 VERSION,The End (feat. BABYMETAL) [2025 VERSION],7yvUwUbPeQBtf3313SNw85,66
Death Metal,Death Metal,Death,Lift Me Up (feat. Rob Halford of Judas Priest),"The Wrong Side Of Heaven And The Righteous Side Of Hell, Volume 1",1LHZMWefF9502NPfArRfvP,61
Death Metal,Death Metal,Death,Welcome To The Circus,AfterLife,1linrfCmITmQHs4enAxTUY,64
Death Metal,Death Metal,Death,House of The Rising Sun,"The Wrong Side Of Heaven And The Righteous Side Of Hell, Volume 2",4ZmX8elKMkH0MfniNi0Adu,60
Death Metal,Death Metal,Death,Remember Everything,American Capitalist (Deluxe),4G2GSsAneHpcG5J8cKGXyw,57
Death Metal,Death Metal,Obituary,Redneck Stomp,Frozen In Time,2fSYadDsbWMtIVqX7flKIc,52
Death Metal,Death Metal,Obituary,Chopped in Half,Cause of Death (Reissue),01cGujYWGF7JchJLSgf6Ta,48
Death Metal,Death Metal,Obituary,Visions in My Head,Inked in Blood (Deluxe Version),1JvMOOYZjXLQCZ5p5b0JJD,47
Death Metal,Death Metal,Obituary,Slowly We Rot,Slowly We Rot (Reissue),5F6ZrWLngDICyjazxM1gNq,47
Death Metal,Death Metal,Obituary,Infected,Cause of Death (Reissue),2e83Z7NX9uVK6xtIcLNPT7,42
Death Metal,Death Metal,Obituary,Dying,Cause of Death (Reissue),3BTNi1JH6f6tSPPtbHMLhM,41
Death Metal,Death Metal,Obituary,Body Bag,Cause of Death (Reissue),5oXLtUCb5sEXR1lCuc1HVP,40
Death Metal,Death Metal,Obituary,Violence,Inked in Blood (Deluxe Version),5pGd0pOplAoV1Id7Y0S3jm,40
Death Metal,Death Metal,Obituary,Cause of Death,Cause of Death (Reissue),63tdOio6UnzHHgtBtQt2In,39
Death Metal,Death Metal,Obituary,Circle of the Tyrants,Cause of Death (Reissue),1mGYjuds9E2blElUUy99vg,38
Death Metal,Death Metal,Carcass,Black Star,Swansong,5Nodfi0wQT9QANl0KlAo7B,47
Death Metal,Death Metal,Carcass,1985,Surgical Steel,0IGyvk01FMUUHCST3N85Uq,46
Death Metal,Death Metal,Carcass,Buried Dreams,The Best of Carcass,0nuVMyI2j1RrXgmbE9YQsU,41
Death Metal,Death Metal,Carcass,Heartwork,The Best of Carcass,2efbB42cdMnnYw6VhOgJEs,41
Death Metal,Death Metal,Carcass,Heartwork,Heartwork (Ultimate Edition),2BcWjgafmbdaq39KPsaBKc,45
Death Metal,Death Metal,Carcass,Corporal Jigsore Quandary,Necroticism - Descanting the Insalubrious,3AZoDPKMIwXVTEigOmC8BG,44
Death Metal,Death Metal,Carcass,Keep On Rotting in the Free World,Swansong,57Gu14wW9hFBUmJ0LpmzmA,44
Death Metal,Death Metal,Carcass,Unfit for Human Consumption,Surgical Steel,2L4hnHW64BwupvbJHPAFGW,43
Death Metal,Death Metal,Carcass,No Love Lost,Heartwork (Ultimate Edition),3Qq08meHcEtnciS6oQxXMJ,42
Death Metal,Death Metal,Carcass,Tomorrow Belongs to Nobody,Swansong,0byhWeZAMhLvZwkwgA9J5C,42
Death Metal,Death Metal,Deicide,Once Upon the Cross,Once Upon The Cross,3fsOBwBwxBB4j1IFhh3s9V,46
Death Metal,Death Metal,Deicide,In the Minds of Evil,In the Minds of Evil,3D6ZPZrFk2CHZCJ2STxHW7,45
Death Metal,Death Metal,Deicide,Sacrificial Suicide,Deicide (Reissue),2kW45RgvG6cGkyAfq9ZlsZ,44
Death Metal,Death Metal,Deicide,Dead by Dawn,Deicide (Reissue),5316Jxdg95Bt9VeGuioYuf,43
Death Metal,Death Metal,Deicide,When Satan Rules His World,Once Upon The Cross,7LT3QUoDK30xIT15TBTJcM,42
Death Metal,Death Metal,Deicide,Lunatic of God's Creation,Deicide (Reissue),1COLAXqAZTKPv3S75XYgLp,42
Death Metal,Death Metal,Deicide,They Are the Children of the Underworld,Once Upon The Cross,7puypZCFeyJANyN1kfMPP8,39
Death Metal,Death Metal,Deicide,Kill the Christian,Once Upon The Cross,4mci4nL6QIFvY4n1eaMWVO,39
Death Metal,Death Metal,Deicide,Oblivious to Evil,Deicide (Reissue),2C3W424vvtwNPVA2o2aJXe,38
Death Metal,Death Metal,Deicide,Dead but Dreaming,Legion,2Zzv1jZsOeo9aLahsAWdrF,38
Death Metal,Death Metal,Morbid Angel,Immortal Rites,Altars of Madness,5hmek3mrSYvfSElBsPNbxo,47
Death Metal,Death Metal,Morbid Angel,Where the Slime Live,Domination,1UhgOY5Nqgv2qbriDiJ8KH,39
Death Metal,Death Metal,Morbid Angel,Chapel of Ghouls,Altars of Madness,7jok5zvxnrQuK2N7psZHyN,42
Death Metal,Death Metal,Morbid Angel,Maze of Torment,Altars of Madness,7t5riom6kdqXkb1VzTlAaH,41
Death Metal,Death Metal,Morbid Angel,God of Emptiness,Covenant (Full Dynamic Range Edition),2Nk68SHgYc6rpAmYCfohe2,36
Death Metal,Death Metal,Morbid Angel,Day of Suffering,Blessed Are the Sick,2M39Q7j8nPEUDFbI9N7dYv,38
Death Metal,Death Metal,Morbid Angel,Dominate,Domination,2TbmVgQN4U0d7TypoffqHc,36
Death Metal,Death Metal,Morbid Angel,Desolate Ways,Blessed Are the Sick,1zA1xc9CxnJj1Wn5HlSq6k,38
Death Metal,Death Metal,Morbid Angel,Suffocation,Altars of Madness,4FEVlellEnS57nsUBEMx4I,38
Death Metal,Death Metal,Morbid Angel,Fall from Grace,Blessed Are the Sick,4swUCr7TH4vP1WYD8ohygv,36
Death Metal,Death Metal,Cannibal Corpse,Hammer Smashed Face,Tomb of the Mutilated,4pFC6tuWErxbO61oFFq3BQ,56
Death Metal,Death Metal,Cannibal Corpse,Scourge of Iron,Torture,6V3SNkvi4BnfmZU0j7s9TQ,54
Death Metal,Death Metal,Cannibal Corpse,I Cum Blood,Tomb of the Mutilated,3bQoMbPYOvvseHaSOWAQ3Q,52
Death Metal,Death Metal,Cannibal Corpse,Evisceration Plague,Evisceration Plague,1Ds58cpyJzL0YTKk02vh1C,51
Death Metal,Death Metal,Cannibal Corpse,Inhumane Harvest,Violence Unimagined,5WGvXmLt6acluR7TfhlHUH,48
Death Metal,Death Metal,Cannibal Corpse,"Stripped, Raped, and Strangled",The Bleeding,1sWcWDgthOikmqaHdfTfW2,47
Death Metal,Death Metal,Cannibal Corpse,No Remorse,Worm Infested,6gP7mrmL9EsFS3sMpk3Ig3,46
